Month,Meal,Avg_Calories,Avg_Protein_g,Avg_Carbs_g,Avg_Fat_g,Avg_Water_ml
2022-01-31,Breakfast,448.73333333333335,26.650000000000002,55.49333333333333,21.330000000000002,695.3333333333334
2022-01-31,Dinner,469.1666666666667,27.305882352941175,63.7875,21.575,642.2
2022-01-31,Lunch,495.375,25.135714285714283,67.52307692307691,22.635714285714283,507.35714285714283
2022-01-31,Supper,502.77777777777777,25.106250000000003,55.35625,21.852941176470587,613.4375
2022-02-28,Breakfast,475.53846153846155,26.908,58.560869565217395,22.094736842105263,862.0416666666666
2022-02-28,Dinner,456.0,24.85238095238095,52.425,22.61904761904762,577.8181818181819
2022-02-28,Lunch,463.0869565217391,33.29,60.265,20.886363636363637,517.7777777777778
2022-02-28,Supper,486.3,30.058823529411764,55.61875,20.75625,491.0
2022-03-31,Breakfast,474.25,28.152380952380955,58.85454545454545,22.155,669.1363636363636
2022-03-31,Dinner,472.5217391304348,26.009523809523806,49.22941176470588,21.10909090909091,568.3809523809524
2022-03-31,Lunch,476.9583333333333,26.63913043478261,60.51111111111111,20.55,728.5909090909091
2022-03-31,Supper,403.14285714285717,30.13888888888889,68.94999999999999,22.822222222222223,553.0625
2022-04-30,Breakfast,546.25,26.014285714285712,52.194736842105264,22.886666666666667,641.1176470588235
2022-04-30,Dinner,507.77272727272725,26.74736842105263,50.10952380952381,20.6375,788.5909090909091
2022-04-30,Lunch,484.53846153846155,25.391666666666666,60.334782608695654,22.910526315789475,640.0
2022-04-30,Supper,468.24,27.44782608695652,60.571999999999996,21.454545454545453,582.4782608695652
2022-05-31,Breakfast,424.3,25.65,54.16842105263158,24.021052631578947,878.0625
2022-05-31,Dinner,462.25,24.34583333333333,60.1578947368421,21.3,664.5454545454545
2022-05-31,Lunch,477.8636363636364,24.016666666666666,60.225,19.09047619047619,797.1578947368421
2022-05-31,Supper,468.6666666666667,25.823809523809523,56.74444444444444,19.272727272727273,602.3157894736842
2022-06-30,Breakfast,443.95454545454544,25.557894736842105,57.32272727272727,20.423809523809524,672.0
2022-06-30,Dinner,456.0869565217391,23.433333333333334,55.82941176470588,23.810526315789474,432.14285714285717
2022-06-30,Lunch,474.4166666666667,27.85238095238095,52.68260869565218,17.04285714285714,690.0952380952381
2022-06-30,Supper,462.94736842105266,27.326315789473686,69.43125,17.68125,711.6842105263158
2022-07-31,Breakfast,503.0,26.530434782608694,55.172,20.53333333333333,695.4
2022-07-31,Dinner,482.22727272727275,27.063157894736843,53.75238095238095,21.3,565.95
2022-07-31,Lunch,481.56,25.95263157894737,59.19130434782609,22.026315789473685,565.1428571428571
2022-07-31,Supper,494.46153846153845,27.466666666666665,58.71818181818182,22.191999999999997,886.8260869565217
2022-08-31,Breakfast,502.56,25.795454545454547,54.2695652173913,19.98421052631579,823.9565217391304
2022-08-31,Dinner,464.11538461538464,23.291304347826088,49.85909090909092,19.952,774.8260869565217
2022-08-31,Lunch,503.0,29.321052631578947,58.48571428571429,21.42105263157895,538.9090909090909
2022-08-31,Supper,477.037037037037,29.768181818181816,56.25652173913044,20.684,488.5416666666667
2022-09-30,Breakfast,501.96,28.294999999999998,57.57916666666667,21.48,615.2272727272727
2022-09-30,Dinner,486.6521739130435,26.62857142857143,58.21,20.889473684210525,694.0909090909091
2022-09-30,Lunch,478.0,29.73157894736842,61.025,23.773684210526316,499.7
2022-09-30,Supper,500.4166666666667,28.85,61.81666666666667,18.231818181818184,663.7142857142857
2022-10-31,Breakfast,464.17391304347825,27.799999999999997,62.44736842105263,21.554545454545455,582.5882352941177
2022-10-31,Dinner,462.17391304347825,28.757894736842104,56.529999999999994,17.54285714285714,795.15
2022-10-31,Lunch,498.1363636363636,25.575,57.973684210526315,21.515,621.8
2022-10-31,Supper,505.8695652173913,25.14,59.69500000000001,18.188888888888886,562.8636363636364
2022-11-30,Breakfast,501.95238095238096,26.099999999999998,52.364999999999995,19.94,597.5263157894736
2022-11-30,Dinner,480.8181818181818,23.29047619047619,61.84285714285714,21.520000000000003,558.0
2022-11-30,Lunch,460.77272727272725,30.289473684210527,59.645,20.86315789473684,699.5238095238095
2022-11-30,Supper,511.037037037037,25.12608695652174,55.039130434782614,18.9375,545.2
2022-12-31,Breakfast,489.7083333333333,31.104347826086954,55.56363636363637,21.41904761904762,718.4285714285714
2022-12-31,Dinner,483.8695652173913,28.24761904761905,57.449999999999996,20.46,627.1052631578947
2022-12-31,Lunch,439.5833333333333,30.830434782608698,58.4695652173913,21.60909090909091,609.1304347826087
2022-12-31,Supper,479.6666666666667,27.25,62.722727272727276,21.8,680.4761904761905
2023-01-31,Breakfast,478.2692307692308,28.47307692307692,56.45238095238095,21.7625,603.8260869565217
2023-01-31,Dinner,477.4761904761905,26.9875,59.166666666666664,21.63809523809524,483.1904761904762
2023-01-31,Lunch,481.45,28.90555555555555,54.76315789473684,23.1,718.578947368421
2023-01-31,Supper,451.5769230769231,28.64782608695652,61.74210526315789,20.327272727272728,646.36
2023-02-28,Breakfast,455.4583333333333,24.414285714285718,61.56818181818182,21.956521739130434,794.0909090909091
2023-02-28,Dinner,510.36,29.772727272727273,50.95,18.9875,640.0909090909091
2023-02-28,Lunch,498.625,27.60666666666667,63.15714285714286,23.285714285714285,408.7142857142857
2023-02-28,Supper,422.04545454545456,27.385714285714286,52.46842105263158,17.80526315789474,799.1666666666666
2023-03-31,Breakfast,498.1111111111111,26.027272727272727,56.93846153846154,22.4875,810.5909090909091
2023-03-31,Dinner,488.45454545454544,27.75238095238095,57.31904761904762,22.561904761904763,589.2380952380952
2023-03-31,Lunch,485.5833333333333,25.055,55.645,20.505555555555556,762.625
2023-03-31,Supper,531.7391304347826,29.227777777777778,58.73809523809524,23.027272727272727,482.8
2023-04-30,Breakfast,411.6363636363636,26.22222222222222,62.26363636363636,19.711111111111112,551.2857142857143
2023-04-30,Dinner,429.15,28.311764705882354,49.78947368421053,20.494444444444444,713.2941176470588
2023-04-30,Lunch,524.0833333333334,24.313636363636363,55.5375,21.277272727272727,806.8260869565217
2023-04-30,Supper,424.85714285714283,25.852631578947367,61.84117647058823,17.175,627.45
2023-05-31,Breakfast,466.8888888888889,28.564285714285713,57.31333333333334,17.90625,829.0
2023-05-31,Dinner,442.4347826086956,24.789473684210527,58.605,23.825,679.2272727272727
2023-05-31,Lunch,401.1363636363636,27.7625,55.271428571428565,21.976470588235294,445.70588235294116
2023-05-31,Supper,451.53846153846155,26.995454545454546,49.791666666666664,22.52173913043478,672.64
2023-06-30,Breakfast,477.4583333333333,27.482608695652175,60.36521739130435,23.70952380952381,642.9411764705883
2023-06-30,Dinner,486.7368421052632,27.88888888888889,45.55882352941177,24.6,514.0
2023-06-30,Lunch,490.9130434782609,28.605,60.733333333333334,23.347368421052632,681.2380952380952
2023-06-30,Supper,444.56,27.770833333333332,62.90833333333333,21.380000000000003,650.0
2023-07-31,Breakfast,477.6296296296296,25.16923076923077,57.68695652173913,20.175,638.88
2023-07-31,Dinner,463.14285714285717,26.385,61.300000000000004,21.444444444444443,703.8235294117648
2023-07-31,Lunch,442.2,27.075,64.38571428571429,19.080000000000002,612.4583333333334
2023-07-31,Supper,486.16,27.382608695652173,54.65,21.95714285714286,530.1304347826087
2023-08-31,Breakfast,439.25,28.27894736842105,56.93684210526315,19.477777777777778,797.4705882352941
2023-08-31,Dinner,479.04761904761904,24.766666666666666,65.83157894736841,21.8,690.2
2023-08-31,Lunch,459.76190476190476,27.05,52.8,22.32,514.2
2023-08-31,Supper,463.36,26.73913043478261,58.980952380952374,22.628571428571426,622.1739130434783
2023-09-30,Breakfast,492.875,27.299999999999997,62.809090909090905,25.185,617.9090909090909
2023-09-30,Dinner,478.59090909090907,28.272222222222222,62.34090909090909,19.847619047619048,602.2631578947369
2023-09-30,Lunch,494.72,26.104347826086954,53.67894736842105,24.023809523809526,619.65
2023-09-30,Supper,479.5833333333333,27.76666666666667,53.7695652173913,21.37391304347826,540.2173913043479
2023-10-31,Breakfast,488.96,25.7,54.605,22.676190476190477,669.0909090909091
2023-10-31,Dinner,464.76,31.90869565217391,59.35,20.522727272727273,619.7916666666666
